"Sign","Name","Name1","Name2"
"𒞳","|GA₂~a1×GEŠTU~c3|","|GA2~a1×GEŠTU~c3|, |GA₂~a1×GEŠTU~c3|","|GA₂×GEŠTU|"
"𒞴","|GA₂~a1×GEŠTU~c5|","|GA2~a1×GEŠTU~c5|, |GA₂~a1×GEŠTU~c5|","|GA₂×GEŠTU|"
"𒞵","|GA₂~a1×GIR~a|","|GA2~a1×GIR~a|, |GA₂~a1×GIR~a|","|GA₂×GIR|"
"𒞷","|GA₂~a1×GIŠ@t|","|GA2~a1×GIŠ@t|, |GA₂~a1×GIŠ@t|","|GA₂×GIŠ|"
"𒞸","|GA₂~a1×HAL|","|GA2~a1×HAL|, |GA₂~a1×HAL|","|GA₂×HAL|"
"𒞹","|GA₂~a1×HI|","|GA2~a1×HI|, |GA₂~a1×HI|","|GA₂×HI|"
"𒞺","|GA₂~a1×KU₃~a|","|GA2~a1×KU3~a|, |GA₂~a1×KU₃~a|","|GA₂×KU₃|"
"𒞻","|GA₂~a1×KU₆~a|","|GA2~a1×KU6~a|, |GA₂~a1×KU₆~a|","|GA₂×KU₆|"
"𒞽","|GA₂~a1×LAGAB~b|","|GA2~a1×LAGAB~b|, |GA₂~a1×LAGAB~b|","|GA₂×LAGAB|"
"𒞾","|GA₂~a1×MAŠ|","|GA2~a1×MAŠ|, |GA₂~a1×MAŠ|","|GA₂×MAŠ|"
"󲐢","|GA₂~a1×NAGA~a|","|GA2~a1×NAGA~a|, |GA₂~a1×NAGA~a|","|GA₂×NAGA|"
"󲐣","|GA₂~a1×NIM~b1|","|GA2~a1×NIM~b1|, |GA₂~a1×NIM~b1|","|GA₂×NIM|"
"𒞿","|GA₂~a1×PAD~b|","|GA2~a1×PAD~b|, |GA₂~a1×PAD~b|","|GA₂×PAD|"
"𒟀","|GA₂~a1×PAP~a|","|GA2~a1×PAP~a|, |GA₂~a1×PAP~a|","|GA₂×PAP|"
"𒟁","|GA₂~a1×SU~a|","|GA2~a1×SU~a|, |GA₂~a1×SU~a|","|GA₂×SU|"
"𒟂","|GA₂~a1×SUHUR|","|GA2~a1×SUHUR|, |GA₂~a1×SUHUR|","|GA₂×SUHUR|"
"𒟃","|GA₂~a1×SUKUD|","|GA2~a1×SUKUD|, |GA₂~a1×SUKUD|","|GA₂×SUKUD|"
"𒟄","|GA₂~a1×SUMAŠ|","|GA2~a1×SUMAŠ|, |GA₂~a1×SUMAŠ|","|GA₂×SUMAŠ|"
"𒟅","|GA₂~a1×ŠA|","|GA2~a1×ŠA|, |GA₂~a1×ŠA|","|GA₂×ŠA|"
"𒟆","|GA₂~a1×TI|","|GA2~a1×TI|, |GA₂~a1×TI|","|GA₂×TI|"
"𒟇","|GA₂~a1×U₄|","|GA2~a1×U4|, |GA₂~a1×U₄|","|GA₂×U₄|"
"󲐦","|GA₂~a1×X|","|GA2~a1×X|, |GA₂~a1×X|","|GA₂×X|"
"󲔩","|GA₂~a1×X₁|","|GA2~a1×X1|, |GA₂~a1×X₁|","|GA₂×X₁|"
"𒟏","|GA₂~a2×(ŠE₃.GU₄)|","|GA2~a2×(ŠE3.GU4)|, |GA₂~a2×(ŠE₃.GU₄)|","|GA₂×(ŠE₃.GU₄)|"
"󲕃","|GA₂~a2×3(N57)|","|GA2~a2×3(N57)|, |GA₂~a2×3(N57)|","|GA₂×3(N57)|"
"𒟋","|GA₂~a2×GU₄|","|GA2~a2×GU4|, |GA₂~a2×GU₄|","|GA₂×GU₄|"
"𒟌","|GA₂~a2×NI~a|","|GA2~a2×NI~a|, |GA₂~a2×NI~a|","|GA₂×NI|"
"󲐨","|GA₂~a2×NI~b|","|GA2~a2×NI~b|, |GA₂~a2×NI~b|","|GA₂×NI|"
"𒟍","|GA₂~a2×SUHUR|","|GA2~a2×SUHUR|, |GA₂~a2×SUHUR|","|GA₂×SUHUR|"
"𒟎","|GA₂~a2×ŠE₃|","|GA2~a2×ŠE3|, |GA₂~a2×ŠE₃|","|GA₂×ŠE₃|"
"󲐩","|GA₂~a2×X|","|GA2~a2×X|, |GA₂~a2×X|","|GA₂×X|"
"󲐪","|GA₂~a3×X|","|GA2~a3×X|, |GA₂~a3×X|","|GA₂×X|"
"𒟓","|GA₂~b×DUB~a|","|GA2~b×DUB~a|, |GA₂~b×DUB~a|","|GA₂×DUB|"
"𒟔","|GA₂~b×DUB~b|","|GA2~b×DUB~b|, |GA₂~b×DUB~b|","|GA₂×DUB|"
"󲐫","|GA₂~b×KU₃~a|","|GA2~b×KU3~a|, |GA₂~b×KU₃~a|","|GA₂×KU₃|"
"𒟕","|GA₂~b×KU₆~a|","|GA2~b×KU6~a|, |GA₂~b×KU₆~a|","|GA₂×KU₆|"
"󲔯","|GA₂~b×NUN~b|","|GA2~b×NUN~b|, |GA₂~b×NUN~b|","|GA₂×NUN|"
"𒟖","|GA₂~b×ZATU659|","|GA2~b×ZATU659|, |GA₂~b×ZATU659|","|GA₂×ZATU659|"
"󲈸","|GAL~a.BUR₂|","|GAL~a.BUR2|, |GAL~a.BUR₂|","|GAL.BUR₂|"
"󲈹","|GAL~a.NI~a|","|GAL~a.NI~a|, |GAL~a.NI~a|","|GAL.NI|"
"󲈺","|GAL~a.NIM~a|","|GAL~a.NIM~a|, |GAL~a.NIM~a|","|GAL.NIM|"
"𒟬","|GAN~c×(4(N57).GAR)|","|GAN~c×(4(N57).GAR)|, |GAN~c×(4(N57).GAR)|","|GAN×(4(N57).GAR)|"
"𒟦","|GAN~c×(HI.DIN)|","|GAN~c×(HI.DIN)|, |GAN~c×(HI.DIN)|","|GAN×(HI.DIN)|"
"𒟨","|GAN~c×(KUR~a.A)|","|GAN~c×(KUR~a.A)|, |GAN~c×(KUR~a.A)|","|GAN×(KUR.A)|"
"𒟤","|GAN~c×DIN|","|GAN~c×DIN|, |GAN~c×DIN|","|GAN×DIN|"
"𒟥","|GAN~c×HI|","|GAN~c×HI|, |GAN~c×HI|","|GAN×HI|"
"𒟧","|GAN~c×KAŠ~c|","|GAN~c×KAŠ~c|, |GAN~c×KAŠ~c|","|GAN×KAŠ|"
"𒟩","|GAN~c×LAGAB~b|","|GAN~c×LAGAB~b|, |GAN~c×LAGAB~b|","|GAN×LAGAB|"
"󲐮","|GAN~c×NE~a|","|GAN~c×NE~a|, |GAN~c×NE~a|","|GAN×NE|"
"𒟪","|GAN~c×SIG₇|","|GAN~c×SIG7|, |GAN~c×SIG₇|","|GAN×SIG₇|"
"󲐰","|GAN~c×ŠE~a|","|GAN~c×ŠE~a|, |GAN~c×ŠE~a|","|GAN×ŠE|"
"󲐱","|GAN~c×ŠE₃@t|","|GAN~c×ŠE3@t|, |GAN~c×ŠE₃@t|","|GAN×ŠE₃|"
"󲐯","|GAN~c×X|","|GAN~c×X|, |GAN~c×X|","|GAN×X|"
"𒟫","|GAN~c×ZATU777|","|GAN~c×ZATU777|, |GAN~c×ZATU777|","|GAN×ZATU777|"
"𒟭","|GAN~d×GEŠTU~a|","|GAN~d×GEŠTU~a|, |GAN~d×GEŠTU~a|","|GAN×GEŠTU|"
"󲈻","|GEŠTU~a.NAGA~a|","|GEŠTU~a.NAGA~a|, |GEŠTU~a.NAGA~a|","|GEŠTU.NAGA|"
"𒟺","|GEŠTU~a×ŠE~a@t|","|GEŠTU~a×ŠE~a@t|, |GEŠTU~a×ŠE~a@t|","|GEŠTU×ŠE|"
"𒠊","|GI&GI&GI|","|GI&GI&GI|, |GI&GI&GI|","|GI&GI&GI|"
"𒠈","|GI&GI|","|GI&GI|, |GI&GI|","|GI&GI|"
"𒠆","|GI×1(N14)|","|GI×1(N14)|, |GI×1(N14)|","|GI×1(N14)|"
"𒠇","|GI×1(N58@t)|","|GI×1(N58@t)|, |GI×1(N58@t)|","|GI×1(N58)|"
"𒟿","|GI×A|","|GI×A|, |GI×A|","|GI×A|"
"𒠀","|GI×GIŠ@t|","|GI×GIŠ@t|, |GI×GIŠ@t|","|GI×GIŠ|"
"𒠁","|GI×KU~b1|","|GI×KU~b1|, |GI×KU~b1|","|GI×KU|"
"𒠂","|GI×LAGAB~a|","|GI×LAGAB~a|, |GI×LAGAB~a|","|GI×LAGAB|"
"𒠃","|GI×NAM₂|","|GI×NAM2|, |GI×NAM₂|","|GI×NAM₂|"
"𒠄","|GI×SIG₂~d1|","|GI×SIG2~d1|, |GI×SIG₂~d1|","|GI×SIG₂|"
"𒠅","|GI×ŠE₃|","|GI×ŠE3|, |GI×ŠE₃|","|GI×ŠE₃|"
"󲐳","|GI×X|","|GI×X|, |GI×X|","|GI×X|"
"󲐶","|GI₄~a&GI₄~a|","|GI4~a&GI4~a|, |GI₄~a&GI₄~a|","|GI₄&GI₄|"
"𒠍","|GI₄~a×A|","|GI4~a×A|, |GI₄~a×A|","|GI₄×A|"
"𒠏","|GI₄~b&GI₄~b|","|GI4~b&GI4~b|, |GI₄~b&GI₄~b|","|GI₄&GI₄|"
"󲈽","|GIR~a.KU₆~a|","|GIR~a.KU6~a|, |GIR~a.KU₆~a|","|GIR.KU₆|"
"󲈾","|GIR~b.GIR~b|","|GIR~b.GIR~b|, |GIR~b.GIR~b|","|GIR.GIR|"
"𒠗","|GIR₃~a×ŠE~b|","|GIR3~a×ŠE~b|, |GIR₃~a×ŠE~b|","|GIR₃×ŠE|"
"󲈿","|GIR₃~c.AB~a|","|GIR3~c.AB~a|, |GIR₃~c.AB~a|","|GIR₃.AB|"
"󲉀","|GIR₃~c.PIRIG~b1|","|GIR3~c.PIRIG~b1|, |GIR₃~c.PIRIG~b1|","|GIR₃.PIRIG|"
"󲐺","|GIR₃~c×KAR₂~b|","|GIR3~c×KAR2~b|, |GIR₃~c×KAR₂~b|","|GIR₃×KAR₂|"
"𒠚","|GIR₃~c×ŠE₃|","|GIR3~c×ŠE3|, |GIR₃~c×ŠE₃|","|GIR₃×ŠE₃|"
"󲉁","|GIŠ.TE|","|GIŠ.TE|, |GIŠ.TE|","|GIŠ.TE|"
"𒠨","|GIŠ₃~a&GIŠ₃~a|","|GIŠ3~a&GIŠ3~a|, |GIŠ₃~a&GIŠ₃~a|","|GIŠ₃&GIŠ₃|"
"󲉃","|GU₄.ZATU755~b|","|GU4.ZATU755~b|, |GU₄.ZATU755~b|","|GU₄.ZATU755|"
"𒠻","|GUG₂×SILA₃~a|","|GUG2×SILA3~a|, |GUG₂×SILA₃~a|","|GUG₂×SILA₃|"
"󲓼","|GUG₂×ŠITA~a1|","|GUG2×ŠITA~a1|, |GUG₂×ŠITA~a1|","|GUG₂×ŠITA|"
"𒠼","|GUG₂×TUR|","|GUG2×TUR|, |GUG₂×TUR|","|GUG₂×TUR|"
"󲉄","|GUKKAL~a.HI@g~a|","|GUKKAL~a.HI@g~a|, |GUKKAL~a.HI@g~a|","|GUKKAL.HI|"
"𒡉","|GURUŠ~a×2(N14)|","|GURUŠ~a×2(N14)|, |GURUŠ~a×2(N14)|","|GURUŠ×2(N14)|"
"𒡋","|GURUŠ~b×2(N14)|","|GURUŠ~b×2(N14)|, |GURUŠ~b×2(N14)|","|GURUŠ×2(N14)|"
"𒡌","|GURUŠ~c×2(N14)|","|GURUŠ~c×2(N14)|, |GURUŠ~c×2(N14)|","|GURUŠ×2(N14)|"
"𒡑","|HAŠHUR×MA|","|HAŠHUR×MA|, |HAŠHUR×MA|","|HAŠHUR×MA|"
"󲉅","|HI.LAGAB~a|","|HI.LAGAB~a|, |HI.LAGAB~a|","|HI.LAGAB|"
"󲃳","|HI.SUHUR|","|HI.SUHUR|, |HI.SUHUR|","|HI.SUHUR|"
"𒡓","|HI×1(N57)|","|HI×1(N57)|, |HI×1(N57)|","|HI×1(N57)|"
"𒡔","|HI×1(N57@t)|","|HI×1(N57@t)|, |HI×1(N57@t)|","|HI×1(N57)|"
"󲐽","|HI×1(N58)|","|HI×1(N58)|, |HI×1(N58)|","|HI×1(N58)|"
"󲐼","|HI×ZATU707~a|","|HI×ZATU707~a|, |HI×ZATU707~a|","|HI×ZATU707|"
"󲉆","|IR~a.GA₂~a1|","|IR~a.GA2~a1|, |IR~a.GA₂~a1|","|IR.GA₂|"
"󲄆","|KA~a.ŠE~a|","|KA~a.ŠE~a|, |KA~a.ŠE~a|","|KA.ŠE|"
"𒡭","|KA~a×SAR~a|","|KA~a×SAR~a|, |KA~a×SAR~a|","|KA×SAR|"
"𒡰","|KA₂~d×LAM~b|","|KA2~d×LAM~b|, |KA₂~d×LAM~b|","|KA₂×LAM|"
"󲑀","|KAB×1(N58)|","|KAB×1(N58)|, |KAB×1(N58)|","|KAB×1(N58)|"
"󲉇","|KAK~a.GA₂~a1|","|KAK~a.GA2~a1|, |KAK~a.GA₂~a1|","|KAK.GA₂|"
"𒢇","|KAŠ~b×ŠE~a@t|","|KAŠ~b×ŠE~a@t|, |KAŠ~b×ŠE~a@t|","|KAŠ×ŠE|"
"𒢌","|KI@n×DUB~a|","|KI@n×DUB~a|, |KI@n×DUB~a|","|KI×DUB|"
"󲉉","|KU₆~a.1(N02)|","|KU6~a.1(N02)|, |KU₆~a.1(N02)|","|KU₆.1(N02)|"
"𒢫","|KU₆~a+KU₆~a|","|KU6~a+KU6~a|, |KU₆~a+KU₆~a|","|KU₆+KU₆|"
"󲉊","|KUR~a.E₂~a|","|KUR~a.E2~a|, |KUR~a.E₂~a|","|KUR.E₂|"
"󲆮","|KUR~a.RU|","|KUR~a.RU|, |KUR~a.RU|","|KUR.RU|"
"󲉌","|KUR~b.E₂~a|","|KUR~b.E2~a|, |KUR~b.E₂~a|","|KUR.E₂|"
"𒢿","|LAGAB~a×(KU₆~a+KU₆~a)|","|LAGAB~a×(KU6~a+KU6~a)|, |LAGAB~a×(KU₆~a+KU₆~a)|","|LAGAB×(KU₆+KU₆)|"
"𒣍","|LAGAB~a×1(N58)|","|LAGAB~a×1(N58)|, |LAGAB~a×1(N58)|","|LAGAB×1(N58)|"
"𒣌","|LAGAB~a×2(N14)|","|LAGAB~a×2(N14)|, |LAGAB~a×2(N14)|","|LAGAB×2(N14)|"
"󲑉","|LAGAB~a×BA|","|LAGAB~a×BA|, |LAGAB~a×BA|","|LAGAB×BA|"
"󲑊","|LAGAB~a×BIR₃~b|","|LAGAB~a×BIR3~b|, |LAGAB~a×BIR₃~b|","|LAGAB×BIR₃|"
"𒢽","|LAGAB~a×DU₆~a|","|LAGAB~a×DU6~a|, |LAGAB~a×DU₆~a|","|LAGAB×DU₆|"
"󲑋","|LAGAB~a×KAK~a|","|LAGAB~a×KAK~a|, |LAGAB~a×KAK~a|","|LAGAB×KAK|"
"𒢾","|LAGAB~a×KU₆~a|","|LAGAB~a×KU6~a|, |LAGAB~a×KU₆~a|","|LAGAB×KU₆|"
"𒣀","|LAGAB~a×KUŠU₂~a@t|","|LAGAB~a×KUŠU2~a@t|, |LAGAB~a×KUŠU₂~a@t|","|LAGAB×KUŠU₂|"
"󲔡","|LAGAB~a×LA₂~a|","|LAGAB~a×LA2~a|, |LAGAB~a×LA₂~a|","|LAGAB×LA₂|"
"󲑌","|LAGAB~a×LAGAB~a|","|LAGAB~a×LAGAB~a|, |LAGAB~a×LAGAB~a|","|LAGAB×LAGAB|"
"𒣁","|LAGAB~a×ME~a|","|LAGAB~a×ME~a|, |LAGAB~a×ME~a|","|LAGAB×ME|"
"󲔠","|LAGAB~a×NI~a|","|LAGAB~a×NI~a|, |LAGAB~a×NI~a|","|LAGAB×NI|"
"𒣂","|LAGAB~a×NUN~b|","|LAGAB~a×NUN~b|, |LAGAB~a×NUN~b|","|LAGAB×NUN|"
"𒣃","|LAGAB~a×PA~a|","|LAGAB~a×PA~a|, |LAGAB~a×PA~a|","|LAGAB×PA|"
"󲑍","|LAGAB~a×SI|","|LAGAB~a×SI|, |LAGAB~a×SI|","|LAGAB×SI|"
"𒣄","|LAGAB~a×SIG₇|","|LAGAB~a×SIG7|, |LAGAB~a×SIG₇|","|LAGAB×SIG₇|"
"𒣅","|LAGAB~a×SU~a|","|LAGAB~a×SU~a|, |LAGAB~a×SU~a|","|LAGAB×SU|"
"𒣆","|LAGAB~a×ŠA|","|LAGAB~a×ŠA|, |LAGAB~a×ŠA|","|LAGAB×ŠA|"
"𒣇","|LAGAB~a×ŠITA~a1|","|LAGAB~a×ŠITA~a1|, |LAGAB~a×ŠITA~a1|","|LAGAB×ŠITA|"
"𒣈","|LAGAB~a×TI|","|LAGAB~a×TI|, |LAGAB~a×TI|","|LAGAB×TI|"
"𒣉","|LAGAB~a×U₄|","|LAGAB~a×U4|, |LAGAB~a×U₄|","|LAGAB×U₄|"
